hhid,round,comment,s7q1a,s7q1a2,s7q1b,s7q1b2,s7q1c,s7q1c2,s7q2,s7q4a,s7q4a2,s7q4b,s7q4b2,s7q5a,s7q5a2,s7q5b,s7q5b2,s7q5c,s7q5c2,s7q5d,s7q5d2,s7q5e,s7q5e2,s7q5f,s7q5f2,s7q6,s7q6a,s7q6b,s7q6c,s7q6d,s7q6e,s7q7,s7q8a,s7q8b,s7q8c,s7q8d,s7q8e,s7q8f,s7q8g,s7q8h,s7q8i,s7q8j,s7q8_other,s7q9_1,s7q9_2,s7q9_3
9061,2,,,,,,,,Above normal,Source of household saving and status,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,0,0,1,1,,,,,,,,,,,,,,,,
9061,3,0,,,,,,,Somewhat below normal,Source of household saving and status,,Source of food from milk,,Livestock trading,,Livestock keeping,,Livestock trading,,Livestock keeping,,,,,,,7,10,5,5,,,,,,,,,,,,,,,,
9061,4,0,,,,,,,Normal,Source of household saving and status,.,Source of food from milk,.,Livestock keeping,,Livestock keeping,,Food aid,,Livestock keeping,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
9061,5,0,,,,,,,Much above normal,Source of household saving and status,,Source of income from selling livestock,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,2,3,2,3,,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,,Sell livestock,Rely on assistance from others,Reduce the number of meals eaten each day
9061,6,0,,,,,,,Much above normal,,,,,,,,,,,,,,,,,,,,,,Struggling,,Yes,Yes,No,No,Yes,No,No,No,No,No,,Sell livestock,Rely more on food aid,Reduce the number of meals eaten each day
9062,1,,Lack of rain and forage availability,,Disease outbreak,,Conflict,,Normal,Source of income from livestock trading,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.30000001,,,,,,,,,,,,,,,,,,,,
9062,2,,,,,,,,Above normal,Source of household saving and status,,Source of food from milk,,Food aid,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,0,0,1,1,,,,,,,,,,,,,,,,
9062,3,0,,,,,,,Normal,Source of food from milk,,Source of household saving and status,,Food aid,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,2,3,4,4,,,,,,,,,,,,,,,,
9062,4,0,,,,,,,Above normal,Source of household saving and status,.,Source of food from milk,.,Livestock keeping,,Livestock keeping,,Food aid,,Livestock keeping,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
9062,5,0,,,,,,,Much below normal,Source of income from selling livestock,,Source of household saving and status,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,5,5,5,10,,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,,Sell livestock,Rely more on food aid,Rely on assistance from others
9062,6,0,,,,,,,Above normal,,,,,,,,,,,,,,,,,,,,,,Viable,,No,Yes,Yes,No,Yes,No,No,No,No,No,,Sell livestock,Rely more on food aid,Rely on assistance from others
9063,1,,Lack of rain and forage availability,,Disease outbreak,,Conflict,,Normal,Source of income from selling milk,,Source of income from livestock trading,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.25,,,,,,,,,,,,,,,,,,,,
9063,2,,,,,,,,Normal,Source of household saving and status,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Food aid,,Livestock keeping,,,,,,,2,2,4,3,,,,,,,,,,,,,,,,
9063,3,0,,,,,,,Above normal,Source of food from milk,,Source of household saving and status,,Livestock keeping,,Livestock keeping,,Food aid,,Livestock keeping,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,
9063,4,0,,,,,,,Somewhat below normal,Source of household saving and status,.,Source of food from milk,.,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,4,6,2,3,,,,,,,,,,,,,,,,
9063,5,0,,,,,,,Normal,Source of income from selling livestock,,Source of household saving and status,,Food aid,,Livestock keeping,,Petty trading,,Livestock keeping,,,,,,,0,2,3,2,,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,,Sell livestock,Rely more on food aid,Rely on assistance from others
9063,6,0,,,,,,,Much above normal,,,,,,,,,,,,,,,,,,,,,,Viable,,No,Yes,No,No,Yes,Yes,No,Yes,No,No,,,,
9064,1,,Lack of rain and forage availability,,Disease outbreak,,Conflict,,Normal,Source of food from milk,,Source of household saving and status,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.30000001,,,,,,,,,,,,,,,,,,,,
9064,2,,,,,,,,Normal,Source of food from milk,,Source of household saving and status,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,1,1,2,3,,,,,,,,,,,,,,,,
9064,3,0,,,,,,,Normal,Source of household saving and status,,Source of food from milk,,Food aid,,Casual labor,,Casual labor,,Livestock keeping,,,,,,,4,8,6,9,,,,,,,,,,,,,,,,
9064,4,0,,,,,,,Much below normal,Source of household saving and status,.,Source of income from selling livestock,.,Business owner,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,6,15,10,8,,,,,,,,,,,,,,,,
9064,5,0,,,,,,,Much below normal,Source of income from selling livestock,,Source of household saving and status,,Food aid,,Cash transfers (CARE),,Livestock keeping,,Livestock keeping,,,,,,,5,8,10,10,,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,,Sell livestock,Rely more on food aid,Rely on assistance from others
9065,1,,Lack of rain and forage availability,,Disease outbreak,,Conflict,,Normal,Source of income from livestock trading,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.30000001,,,,,,,,,,,,,,,,,,,,
9065,2,,,,,,,,Normal,Source of household saving and status,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Food aid,,Livestock keeping,,,,,,,1,2,4,3,,,,,,,,,,,,,,,,
9065,3,0,,,,,,,Somewhat below normal,Source of household saving and status,,Source of food from milk,,Food aid,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,5,15,8,10,,,,,,,,,,,,,,,,
9065,4,0,,,,,,,Above normal,Source of household saving and status,.,Source of food from milk,.,Livestock keeping,,Livestock keeping,,Food aid,,Livestock keeping,,,,,,,0,0,1,1,,,,,,,,,,,,,,,,
9065,5,0,,,,,,,Somewhat below normal,Source of income from selling livestock,,Source of income from selling milk,,Livestock keeping,,Livestock keeping,,Food aid,,Livestock keeping,,,,,,,1,1,2,3,,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,,Sell livestock,Rely more on food aid,Rely on assistance from others
9065,6,0,,,,,,,Normal,,,,,,,,,,,,,,,,,,,,,,Struggling,,Yes,Yes,No,Yes,No,No,No,No,No,No,,Rely more on food aid,Reduce the number of meals eaten each day,Pull children (otherwise in school) out
9066,1,,Lack of rain and forage availability,,Disease outbreak,,Raiding,,Normal,Source of income from livestock trading,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.30000001,,,,,,,,,,,,,,,,,,,,
9066,2,,,,,,,,Normal,Source of food from milk,,Source of food from meat and blood,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,1,2,3,4,,,,,,,,,,,,,,,,
9066,3,0,,,,,,,Much below normal,Source of food from milk,,Source of household saving and status,,Livestock keeping,,Livestock keeping,,Food aid,,Food aid,,,,,,,3,4,8,10,,,,,,,,,,,,,,,,
9066,4,0,,,,,,,Above normal,Source of household saving and status,.,Source of income from selling milk,.,Livestock trading,,Livestock keeping,,Livestock trading,,Livestock keeping,,,,,,,0,0,2,3,,,,,,,,,,,,,,,,
9066,5,0,,,,,,,Normal,Source of income from selling livestock,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,2,2,2,4,,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,,Sell livestock,Reduce the number of meals eaten each day,Rely more on food aid
9066,6,0,,,,,,,Above normal,,,,,,,,,,,,,,,,,,,,,,Struggling,,Yes,No,Yes,No,Yes,No,No,No,No,No,,Sell livestock,Reduce the number of meals eaten each day,Rely on assistance from others
9067,1,,Lack of rain and forage availability,,Disease outbreak,,Conflict,,Normal,Source of food from milk,,Source of household saving and status,,Casual labor,,Casual labor,,Livestock keeping,,Livestock keeping,,Casual labor,,Livestock keeping,,.30000001,,,,,,,,,,,,,,,,,,,,
9067,2,,,,,,,,Above normal,Source of food from milk,,Source of household saving and status,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,0,1,2,2,,,,,,,,,,,,,,,,
9067,3,0,,,,,,,Somewhat below normal,Source of household saving and status,,Source of food from milk,,Food aid,,Casual labor,,Livestock keeping,,Livestock keeping,,,,,,,6,9,7,9,,,,,,,,,,,,,,,,
9067,4,0,,,,,,,Above normal,Source of household saving and status,.,Source of food from milk,.,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,1,0,2,1,,,,,,,,,,,,,,,,
9067,5,0,,,,,,,Normal,Source of household saving and status,,Source of income from selling milk,,Livestock keeping,,Livestock keeping,,Food aid,,Livestock keeping,,,,,,,1,1,2,2,,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,,Sell livestock,Rely on assistance from others,Rely more on food aid
9067,6,0,,,,,,,Above normal,,,,,,,,,,,,,,,,,,,,,,Struggling,,No,Yes,Yes,No,Yes,No,No,No,No,No,,Sell livestock,Rely on assistance from others,Rely more on food aid
9068,1,,Lack of rain and forage availability,,Disease outbreak,,Conflict,,Normal,Source of food from milk,,Source of household saving and status,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.30000001,,,,,,,,,,,,,,,,,,,,
9068,2,,,,,,,,Normal,Source of income from selling milk,,Source of household saving and status,,Livestock keeping,,Livestock keeping,,Food aid,,Livestock keeping,,,,,,,1,2,2,3,,,,,,,,,,,,,,,,
9068,3,0,,,,,,,Somewhat below normal,Source of household saving and status,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,8,16,10,12,,,,,,,,,,,,,,,,
9068,4,0,,,,,,,Normal,Source of income from selling milk,.,Source of income from selling meat,.,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,2,3,5,4,,,,,,,,,,,,,,,,
9068,5,0,,,,,,,Much below normal,Source of household saving and status,,Source of income from selling livestock,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,10,5,10,10,,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,,Rely on assistance from others,Rely more on food aid,Sell livestock
9069,1,,Lack of rain and forage availability,,Disease outbreak,,Conflict,,Much above normal,Source of food from milk,,Source of household saving and status,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.15000001,,,,,,,,,,,,,,,,,,,,
9069,2,,,,,,,,Somewhat below normal,Source of food from milk,,Source of household saving and status,,Livestock keeping,,Livestock keeping,,Food aid,,Livestock keeping,,,,,,,3,4,5,6,,,,,,,,,,,,,,,,
9069,3,0,,,,,,,Somewhat below normal,Source of household saving and status,,Other (specify),SOURCE OF FOOD FROM MEAT AND MILK,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,9,16,7,12,,,,,,,,,,,,,,,,
9069,4,0,,,,,,,Somewhat below normal,Source of household saving and status,.,Source of food from meat and blood,.,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,1,2,2,2,,,,,,,,,,,,,,,,
9069,5,0,,,,,,,Much above normal,Source of income from selling livestock,,Source of household saving and status,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,3,3,2,3,,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,,Sell livestock,Reduce the number of meals eaten each day,Rely more on food aid
9069,6,0,,,,,,,Above normal,,,,,,,,,,,,,,,,,,,,,,Struggling,,Yes,Yes,No,No,Yes,No,No,No,No,No,,Sell livestock,Rely more on food aid,Reduce the number of meals eaten each day
9070,1,,Lack of rain and forage availability,,Disease outbreak,,Conflict,,Above normal,Source of income from livestock trading,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.25,,,,,,,,,,,,,,,,,,,,
9070,2,,,,,,,,Normal,Source of food from milk,,Source of household saving and status,,Livestock keeping,,Livestock keeping,,Food aid,,Livestock keeping,,,,,,,2,1,2,3,,,,,,,,,,,,,,,,
9070,3,0,,,,,,,Normal,Source of food from milk,,Source of food from meat and blood,,Livestock keeping,,Livestock keeping,,Food aid,,Livestock keeping,,,,,,,0,1,2,3,,,,,,,,,,,,,,,,
9070,4,0,,,,,,,Normal,Source of household saving and status,.,Source of income from selling milk,.,Transfer from family (outside of hh),,Transfer from family (outside of hh),,Cash transfers (CARE),,Livestock keeping,,,,,,,1,2,2,2,,,,,,,,,,,,,,,,
9070,5,0,,,,,,,Normal,Source of food from milk,,Source of food from meat and blood,,Food aid,,Livestock keeping,,Food aid,,Livestock keeping,,,,,,,2,3,5,5,,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,,Rely more on food aid,Rely on assistance from others,Pull children (otherwise in school) out
9070,6,0,,,,,,,Much above normal,,,,,,,,,,,,,,,,,,,,,,Destitute,,No,Yes,Yes,No,No,No,No,No,No,No,,Rely more on food aid,Rely on assistance from others,
9071,1,,Lack of rain and forage availability,,Disease outbreak,,Conflict,,Normal,Source of food from milk,,Source of household saving and status,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.30000001,,,,,,,,,,,,,,,,,,,,
9071,2,,,,,,,,Normal,Source of household saving and status,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock trading,,Livestock keeping,,,,,,,2,1,3,2,,,,,,,,,,,,,,,,
9071,3,0,,,,,,,Normal,Source of food from milk,,Source of food from meat and blood,,Food aid,,Livestock keeping,,Food aid,,Livestock keeping,,,,,,,7,8,9,10,,,,,,,,,,,,,,,,
9071,4,0,,,,,,,Somewhat below normal,Source of household saving and status,.,Source of food from milk,.,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,2,4,2,3,,,,,,,,,,,,,,,,
9071,5,0,,,,,,,Normal,Source of household saving and status,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,1,1,1,1,,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,,Reduce the number of meals eaten each day,Rely more on food aid,Sell livestock
9071,6,0,,,,,,,Much above normal,,,,,,,,,,,,,,,,,,,,,,Viable,,No,No,No,No,No,No,No,No,No,No,,,,
9072,1,,Lack of rain and forage availability,,Disease outbreak,,Conflict,,Above normal,Source of income from livestock trading,,Source of food from milk,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.15000001,,,,,,,,,,,,,,,,,,,,
9072,2,,,,,,,,Normal,Source of food from milk,,Source of household saving and status,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,1,0,3,4,,,,,,,,,,,,,,,,
9072,3,0,,,,,,,Normal,Source of food from milk,,Source of household saving and status,,Food aid,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,1,2,3,4,,,,,,,,,,,,,,,,
9072,4,0,,,,,,,Much above normal,Source of household saving and status,.,Source of food from milk,.,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,2,1,1,0,,,,,,,,,,,,,,,,
9073,1,,Lack of rain and forage availability,,Disease outbreak,,Conflict,,Normal,Source of food from milk,,Source of household saving and status,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.30000001,,,,,,,,,,,,,,,,,,,,
9073,2,,,,,,,,Normal,Source of food from milk,,Source of household saving and status,,Livestock keeping,,Livestock keeping,,Food aid,,Livestock keeping,,,,,,,2,1,3,3,,,,,,,,,,,,,,,,
9073,3,0,,,,,,,Normal,Source of household saving and status,,Source of food from milk,,Livestock keeping,,Food aid,,Livestock keeping,,Food aid,,,,,,,7,9,7,10,,,,,,,,,,,,,,,,
9073,4,1,,,,,,,Above normal,Source of household saving and status,.,Source of food from meat and blood,.,Livestock trading,,Livestock keeping,,Livestock trading,,Livestock keeping,,,,,,,0,0,3,2,,,,,,,,,,,,,,,,
9073,5,0,,,,,,,Normal,Source of household saving and status,,Source of food from milk,,Food aid,,Livestock keeping,,Livestock trading,,Livestock keeping,,,,,,,2,3,3,4,,Yes,No,Yes,No,No,Yes,No,No,No,No,No,,Sell livestock,Rely more on food aid,
9073,6,0,,,,,,,Above normal,,,,,,,,,,,,,,,,,,,,,,Destitute,,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,,Sell livestock,Reduce the number of meals eaten each day,Rely on assistance from others
9074,1,,Lack of rain and forage availability,,Disease outbreak,,Conflict,,Normal,Source of food from milk,,Source of household saving and status,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.30000001,,,,,,,,,,,,,,,,,,,,
9074,2,,,,,,,,Above normal,Source of food from milk,,Source of income from livestock trading,,Livestock keeping,,Livestock keeping,,Food aid,,Livestock keeping,,,,,,,0,1,2,1,,,,,,,,,,,,,,,,
9074,3,0,,,,,,,Normal,Source of food from milk,,Source of household saving and status,,Food aid,,Livestock keeping,,Food aid,,Livestock keeping,,,,,,,0,1,2,3,,,,,,,,,,,,,,,,
9074,4,0,,,,,,,Much above normal,Source of household saving and status,.,Source of food from milk,.,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,,,,,,0,2,1,2,,,,,,,,,,,,,,,,
9074,5,0,,,,,,,Normal,Source of household saving and status,,Source of income from selling milk,,Livestock keeping,,Livestock keeping,,Food aid,,Livestock keeping,,,,,,,1,1,1,1,,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,,Sell livestock,Rely on assistance from others,Rely more on food aid
9074,6,0,,,,,,,Above normal,,,,,,,,,,,,,,,,,,,,,,Struggling,,No,Yes,Yes,No,Yes,No,No,No,No,No,,Sell livestock,Rely more on food aid,Rely on assistance from others
9075,1,,Lack of rain and forage availability,,Disease outbreak,,Conflict,,Normal,Source of food from milk,,Source of household saving and status,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,Livestock keeping,,.30000001,,,,,,,,,,,,,,,,,,,,
