hhid,round,comment,s9q6a,s9q6b,s9q6c,s9q7a,s9q7b,s9q7c,s9q8a,s9q8b,s9q8c,s9q9,s9q10a,s9q10b,s9q10c,s9q11a,s9q11b,s9q11c,s9q12a,s9q12b,s9q12c,s9q13a,s9q13b,s9q13c,s9q14a,s9q14b,s9q14c,s9q14d,s9q14e,s9q15a,s9q15b,s9q15c,s9q15d,s9q15e,s9q16_1,s9q16_2,s9q16a,s9q16b,s9q16c,s9q16d,s9q16e,s9q16f1,s9q16f2,s9q17a,s9q17b,s9q17c,s9q17d,s9q17e,s9q18a,s9q18b,s9q18c,s9q18d,s9q18e,s9q19a,s9q19b,s9q19c,s9q19d,s9q19e,s9q20a,s9q20b,s9q20c,s9q20d,s9q20e,s9q21a,s9q21b,s9q21c,s9q21d,s9q21e,s9q22a,s9q22b,s9q22c,s9q22d,s9q22e,s9q23a,s9q23b,s9q23c,s9q23d,s9q23e,s9q24a,s9q24b,s9q24c,s9q24d,s9q24e,s9q25a,s9q25b
9053,2,,Yes,3,1500,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9053,3,0,Yes,0,3800,Yes,9,2200,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9053,4,0,Yes,7,2500,Yes,9,2200,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9053,5,0,No,,,Yes,9,2200,No,,,No,,,,,,,,,,,,,Yes,420,0,0,0,No,,,,,,,Yes,0,7000,3500,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9053,6,0,Yes,2,500,Yes,8,2200,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,No,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9053,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9054,1,,Yes,8,2000,Yes,4,800,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9054,2,,Yes,6,1000,Yes,9,900,Yes,3,1000,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9054,3,0,Yes,10,2400,Yes,9,2200,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,4300,4300,4300,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9054,4,0,Yes,7,2500,Yes,9,4400,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,3500,3500,3000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9054,5,0,Yes,5,630,Yes,9,3300,No,,,No,,,,,,,,,,,,,No,,,,,Yes,260,0,0,0,,,Yes,0,3500,3500,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9054,7,,Yes,1,3500,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,Yes,4000,6000,4000,4000,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9055,1,,Yes,8,3000,No,,,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9055,2,,Yes,6,1800,Yes,9,1300,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9055,3,0,Yes,12,5000,Yes,10,4400,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,4300,4300,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9055,4,0,Yes,7,2500,Yes,9,3300,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9055,5,0,Yes,5,800,Yes,9,3300,No,,,No,,,,,,,,,,,,,Yes,12000,0,0,0,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9055,6,0,Yes,2,650,Yes,8,5500,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,No,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9055,7,,,,,,,,,,,Yes,,,,,,,30,,,500,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,Yes,0,4000,0,0,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9056,1,,Yes,8,3000,No,,,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9056,2,,Yes,6,1900,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9056,3,0,Yes,10,1600,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9056,4,0,Yes,7,2500,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,3500,3500,3000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9056,5,0,Yes,4,600,No,,,No,,,No,,,,,,,,,,,,,Yes,2000,0,0,0,No,,,,,,,Yes,0,3500,3500,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9056,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9057,1,,Yes,10,250,Yes,4,300,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9057,2,,Yes,7,2500,Yes,8,2000,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9057,3,0,Yes,10,2600,Yes,9,2200,Yes,3,1600,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,4300,4300,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9057,4,0,Yes,7,2500,Yes,9,2200,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,3500,3500,3000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9057,5,0,Yes,4,600,Yes,8,2200,No,,,No,,,,,,,,,,,,,Yes,2000,0,0,0,No,,,,,,,Yes,0,3500,3500,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9057,6,0,Yes,3,1000,Yes,8,2200,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,0,0,0,3600,Yes,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9057,7,,Yes,1,3500,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9058,1,,Yes,8,3000,No,,,No,,,Yes,Food,,,1,,,30,,,200,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9058,2,,Yes,7,1900,Yes,9,1400,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9058,3,0,Yes,10,3000,Yes,9,1100,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,4300,4300,2150,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9058,4,0,Yes,7,2500,Yes,9,1100,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,3500,3500,3000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9058,5,0,Yes,5,600,Yes,9,1100,No,,,No,,,,,,,,,,,,,Yes,6000,0,0,0,No,,,,,,,Yes,0,3500,3500,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9058,6,0,Yes,1,650,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,Yes,No,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9058,7,,Yes,1,2000,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9059,1,,Yes,10,2000,No,,,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9059,2,,Yes,6,1800,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9059,3,0,Yes,10,3000,No,,,Yes,2,1200,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9059,4,0,Yes,7,2500,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,3500,3500,3000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9059,5,0,Yes,5,800,No,,,No,,,No,,,,,,,,,,,,,Yes,4000,0,0,0,No,,,,,,,Yes,0,3500,3500,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9059,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9060,1,,Yes,8,3000,Yes,9,5000,No,,,No,,,,,,,,,,,,,Yes,1000,1000,1000,1000,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9060,2,,Yes,6,1000,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9060,3,0,Yes,10,2500,Yes,9,1100,Yes,2,1000,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,4300,4300,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9060,4,0,Yes,7,2500,Yes,9,2200,No,,,No,,,,,,,,,,,,,Yes,0,0,0,200,No,,,,,,,Yes,3500,3500,3000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9060,5,0,Yes,4,600,Yes,9,1100,No,,,No,,,,,,,,,,,,,Yes,2000,0,0,0,No,,,,,,,Yes,0,3500,3500,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9060,6,0,Yes,3,550,Yes,8,1100,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,No,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9060,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9061,1,,Yes,10,1200,Yes,2,900,No,,,No,,,,,,,,,,,,,No,0,,,,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9061,2,,Yes,7,1900,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9061,3,0,Yes,12,2400,Yes,9,1100,Yes,2,1200,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,4300,2150,2150,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9061,4,0,Yes,7,2500,Yes,9,1100,Yes,6,500,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,3500,3500,3000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9061,5,0,Yes,1,500,Yes,9,1100,No,,,No,,,,,,,,,,,,,Yes,320,0,0,0,No,,,,,,,Yes,0,7000,7000,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9061,6,0,Yes,1,650,Yes,8,1100,Yes,5,900,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,No,No,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9061,7,,Yes,1,3000,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9062,1,,Yes,10,3000,Yes,4,2000,No,,,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9062,2,,Yes,6,1900,Yes,9,660,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9062,3,0,Yes,10,2700,Yes,9,1100,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,4300,4300,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9062,4,0,Yes,7,2500,Yes,9,1100,No,,,No,,,,,,,,,,,,,Yes,0,200,0,0,No,,,,,,,Yes,3500,3500,3000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9062,5,0,No,,,Yes,9,2200,No,,,Yes,Cash,,,1,,,1,,,120,,,Yes,0,0,0,480,No,,,,,,,Yes,0,7000,3500,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9062,6,0,Yes,3,450,Yes,8,1100,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,No,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9062,7,,Yes,1,640,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9063,1,,Yes,10,2700,Yes,6,2000,No,,,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9063,2,,Yes,6,2500,Yes,9,2000,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9063,3,0,Yes,10,2000,Yes,9,2200,Yes,2,1200,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,4300,4300,4300,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9063,4,0,Yes,7,2500,Yes,9,2200,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,3500,3500,3000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9063,5,0,Yes,5,500,Yes,9,1100,No,,,No,,,,,,,,,,,,,Yes,2000,0,0,0,No,,,,,,,Yes,0,3500,3500,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9063,6,0,Yes,3,1200,Yes,8,3300,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,Yes,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9063,7,,Yes,5,1000,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9064,1,,Yes,10,3500,No,,,No,,,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9064,2,,Yes,6,1900,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9064,3,0,Yes,6,1700,No,,,Yes,4,1200,No,,,,,,,,,,,,,No,,,,,Yes,300,0,500,0,,,Yes,4350,0,2150,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9064,4,0,Yes,7,2500,No,,,No,,,No,,,,,,,,,,,,,Yes,0,0,200,300,No,,,,,,,Yes,3500,3500,3000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9064,5,0,Yes,5,600,No,,,No,,,No,,,,,,,,,,,,,Yes,2000,0,0,0,No,,,,,,,Yes,0,3500,3500,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9065,1,,Yes,10,3200,Yes,6,1800,No,,,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9065,2,,Yes,6,2500,Yes,8,2500,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9065,3,0,Yes,5,6000,Yes,9,2200,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,4300,4300,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9065,4,0,Yes,7,2500,Yes,9,2200,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,3500,3500,3000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9065,5,0,Yes,4,600,Yes,8,2200,No,,,No,,,,,,,,,,,,,Yes,4500,0,0,0,No,,,,,,,Yes,0,3500,3500,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9065,6,0,Yes,3,700,Yes,3,2200,No,,,No,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,,,,,Yes,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9065,7,,Yes,1,2000,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9066,1,,Yes,10,3500,Yes,6,2000,No,,,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9066,2,,Yes,4,2000,Yes,9,1500,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9066,3,0,Yes,10,2800,Yes,1,1100,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,4300,2150,2150,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9066,4,0,No,,,Yes,9,3300,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9066,5,0,Yes,5,800,Yes,9,3300,No,,,No,,,,,,,,,,,,,Yes,8000,0,0,0,No,,,,,,,Yes,3500,0,3500,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9066,6,0,Yes,2,1500,Yes,8,3300,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,No,No,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9066,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9067,1,,Yes,9,2500,No,,,No,,,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9067,2,,Yes,7,2400,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9067,3,0,Yes,10,2100,Yes,9,1100,Yes,2,600,No,,,,,,,,,,,,,Yes,200,0,0,0,No,,,,,,,Yes,4300,4300,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9067,4,0,Yes,6,2000,Yes,9,1100,No,,,No,,,,,,,,,,,,,Yes,0,0,50,100,No,,,,,,,Yes,3500,3500,3000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9067,5,0,Yes,5,630,Yes,8,1100,No,,,No,,,,,,,,,,,,,Yes,1000,0,0,0,No,,,,,,,Yes,0,3500,3500,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9067,6,0,Yes,3,400,Yes,8,1100,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,No,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9067,7,,No,,,Yes,1,400,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9068,1,,Yes,11,2800,No,,,No,,,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9068,2,,Yes,7,2000,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9068,3,0,Yes,4,2800,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,4300,4300,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9068,4,0,Yes,7,2500,No,,,No,,,No,,,,,,,,,,,,,Yes,140,80,40,240,No,,,,,,,Yes,3500,3500,3000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9068,5,0,No,,,No,,,No,,,No,,,,,,,,,,,,,Yes,420,0,0,0,No,,,,,,,Yes,0,7000,3500,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9068,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9069,1,,Yes,11,3000,No,,,No,,,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9069,2,,Yes,6,3000,Yes,7,2000,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9069,3,0,Yes,6,1800,Yes,9,1100,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,4300,4300,2150,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9069,4,0,Yes,7,2500,Yes,9,1100,Yes,2,650,No,,,,,,,,,,,,,Yes,160,240,0,0,Yes,0,0,0,0,,,Yes,3500,3500,3000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9069,5,0,Yes,3,390,Yes,1,1100,No,,,No,,,,,,,,,,,,,No,,,,,Yes,320,0,0,0,,,Yes,0,7000,3500,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9069,6,0,Yes,2,2000,Yes,8,1100,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,,,,No,No,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9069,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9070,1,,Yes,11,350,Yes,4,800,No,,,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9070,2,,No,,,No,,,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9070,3,0,Yes,10,2000,Yes,9,1100,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,4300,4300,2150,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9070,4,0,Yes,7,2500,Yes,1,1100,No,,,No,,,,,,,,,,,,,No,,,,,No,,,,,,,Yes,3500,3500,3000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9070,5,0,Yes,4,865,Yes,9,1950,No,,,No,,,,,,,,,,,,,Yes,2000,0,0,0,No,,,,,,,Yes,0,7000,0,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9070,6,0,Yes,2,450,Yes,8,1100,No,,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,10200,5100,3500,7000,Yes,Yes,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9070,7,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,No,,,,,,
9071,1,,Yes,10,3500,Yes,6,2000,No,,,No,,,,,,,,,,,,,No,0,0,0,0,No,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
