hhid,round,comment,itemtype,itemtype_os,s11q11
7043,7,,Vaccinations and other veterinarian service,,4500
7043,7,,Vaccinations and other veterinarian service,,0
7043,7,,Transportation/other transaction costs for animals,,0
7043,7,,Wages for herders,,14500
7046,6,0,Other (specify),,0
7046,6,0,Water for animal consumption (that you pay for),,4300
7046,6,0,Animal fodder (purchased fodder for donkey etc),,0
7046,6,0,Other supplementary animal feeding,,0
7046,6,0,Vaccinations and other veterinarian service,,5000
7046,6,0,Transportation/other transaction costs for animals,,0
7046,6,0,Wages for herders,,0
7049,1,,Other (specify),,0
7049,1,,Water for animal consumption (that you pay for),,25100
7049,1,,Animal fodder (purchased fodder for donkey etc),,0
7049,1,,Other supplementary animal feeding,,0
7049,1,,Vaccinations and other veterinarian service,,5200
7049,1,,Transportation/other transaction costs for animals,,30700
7049,2,,Other (specify),,0
7049,2,,Water for animal consumption (that you pay for),,0
7049,2,,Animal fodder (purchased fodder for donkey etc),,0
7049,2,,Other supplementary animal feeding,,0
7049,2,,Vaccinations and other veterinarian service,,3000
7049,2,,Transportation/other transaction costs for animals,,0
7049,3,0,Other (specify),,0
7049,3,0,Water for animal consumption (that you pay for),,24720
7049,3,0,Animal fodder (purchased fodder for donkey etc),,8000
7049,3,0,Other supplementary animal feeding,,0
7049,3,0,Vaccinations and other veterinarian service,,0
7049,3,0,Transportation/other transaction costs for animals,,0
7049,4,0,Other (specify),,0
7049,4,0,Water for animal consumption (that you pay for),,0
7049,4,0,Animal fodder (purchased fodder for donkey etc),,0
7049,4,0,Other supplementary animal feeding,,0
7049,4,0,Vaccinations and other veterinarian service,,600
7049,4,0,Transportation/other transaction costs for animals,,0
7049,4,0,Wages for herders,,0
7049,5,0,Other (specify),,0
7049,5,0,Water for animal consumption (that you pay for),,1200
7049,5,0,Animal fodder (purchased fodder for donkey etc),,0
7049,5,0,Other supplementary animal feeding,,0
7049,5,0,Vaccinations and other veterinarian service,,1300
7049,5,0,Transportation/other transaction costs for animals,,0
7049,5,0,Wages for herders,,0
7049,6,0,Other (specify),,0
7049,6,1,Water for animal consumption (that you pay for),,7660
7049,6,0,Animal fodder (purchased fodder for donkey etc),,0
7049,6,0,Other supplementary animal feeding,,0
7049,6,0,Vaccinations and other veterinarian service,,1300
7049,6,1,Transportation/other transaction costs for animals,,12000
7049,6,0,Wages for herders,,0
7049,7,,Water for animal consumption (that you pay for),,0
7049,7,,Animal fodder (purchased fodder for donkey etc),,0
7049,7,,Other supplementary animal feeding,,0
7049,7,,Vaccinations and other veterinarian service,,0
7049,7,,Vaccinations and other veterinarian service,,12500
7049,7,,Transportation/other transaction costs for animals,,0
7049,7,,Wages for herders,,9000
8001,1,,Other (specify),,0
8001,1,,Water for animal consumption (that you pay for),,0
8001,1,,Animal fodder (purchased fodder for donkey etc),,0
8001,1,,Other supplementary animal feeding,,0
8001,1,,Vaccinations and other veterinarian service,,0
8001,1,,Transportation/other transaction costs for animals,,0
8001,2,,Other (specify),,0
8001,2,,Water for animal consumption (that you pay for),,0
8001,2,,Animal fodder (purchased fodder for donkey etc),,0
8001,2,,Other supplementary animal feeding,,0
8001,2,,Vaccinations and other veterinarian service,,120
8001,2,,Transportation/other transaction costs for animals,,0
8001,3,0,Other (specify),,0
8001,3,0,Water for animal consumption (that you pay for),,200
8001,3,0,Animal fodder (purchased fodder for donkey etc),,0
8001,3,0,Other supplementary animal feeding,,0
8001,3,0,Vaccinations and other veterinarian service,,0
8001,3,0,Transportation/other transaction costs for animals,,0
8001,4,0,Other (specify),,0
8001,4,0,Water for animal consumption (that you pay for),,0
8001,4,0,Animal fodder (purchased fodder for donkey etc),,0
8001,4,0,Other supplementary animal feeding,,0
8001,4,0,Vaccinations and other veterinarian service,,300
8001,4,0,Transportation/other transaction costs for animals,,0
8001,4,0,Wages for herders,,0
8001,5,0,Other (specify),,0
8001,5,0,Water for animal consumption (that you pay for),,0
8001,5,0,Animal fodder (purchased fodder for donkey etc),,0
8001,5,0,Other supplementary animal feeding,,0
8001,5,0,Vaccinations and other veterinarian service,,600
8001,5,0,Transportation/other transaction costs for animals,,0
8001,5,0,Wages for herders,,12000
8001,6,0,Other (specify),,0
8001,6,0,Water for animal consumption (that you pay for),,0
8001,6,0,Animal fodder (purchased fodder for donkey etc),,0
8001,6,0,Other supplementary animal feeding,,500
8001,6,0,Vaccinations and other veterinarian service,,450
8001,6,0,Transportation/other transaction costs for animals,,0
8001,6,0,Wages for herders,,0
8001,7,,Water for animal consumption (that you pay for),,0
8001,7,,Animal fodder (purchased fodder for donkey etc),,0
8001,7,,Other supplementary animal feeding,,0
8001,7,,Vaccinations and other veterinarian service,,1000
8001,7,,Vaccinations and other veterinarian service,,1400
8001,7,,Transportation/other transaction costs for animals,,0
8001,7,,Wages for herders,,0
8002,1,,Other (specify),,0
8002,1,,Water for animal consumption (that you pay for),,0
8002,1,,Animal fodder (purchased fodder for donkey etc),,0
8002,1,,Other supplementary animal feeding,,0
8002,1,,Vaccinations and other veterinarian service,,0
8002,1,,Transportation/other transaction costs for animals,,0
8002,2,,Other (specify),,0
8002,2,,Water for animal consumption (that you pay for),,0
8002,2,,Animal fodder (purchased fodder for donkey etc),,0
8002,2,,Other supplementary animal feeding,,0
8002,2,,Vaccinations and other veterinarian service,,0
8002,2,,Transportation/other transaction costs for animals,,0
8002,3,0,Other (specify),,0
8002,3,0,Water for animal consumption (that you pay for),,2400
8002,3,0,Animal fodder (purchased fodder for donkey etc),,0
8002,3,0,Other supplementary animal feeding,,0
8002,3,0,Vaccinations and other veterinarian service,,0
8002,3,0,Transportation/other transaction costs for animals,,0
8002,4,0,Other (specify),,0
8002,4,0,Water for animal consumption (that you pay for),,0
8002,4,0,Animal fodder (purchased fodder for donkey etc),,0
8002,4,0,Other supplementary animal feeding,,0
8002,4,0,Vaccinations and other veterinarian service,,2000
8002,4,0,Transportation/other transaction costs for animals,,0
8002,4,0,Wages for herders,,15000
8002,5,0,Other (specify),,0
8002,5,0,Water for animal consumption (that you pay for),,300
8002,5,0,Animal fodder (purchased fodder for donkey etc),,0
8002,5,0,Other supplementary animal feeding,,0
8002,5,0,Vaccinations and other veterinarian service,,0
8002,5,0,Transportation/other transaction costs for animals,,0
8002,5,0,Wages for herders,,0
8002,6,0,Other (specify),,0
8002,6,0,Water for animal consumption (that you pay for),,0
8002,6,0,Animal fodder (purchased fodder for donkey etc),,0
8002,6,0,Other supplementary animal feeding,,2000
8002,6,0,Vaccinations and other veterinarian service,,3000
8002,6,0,Transportation/other transaction costs for animals,,0
8002,6,0,Wages for herders,,0
8002,7,,Water for animal consumption (that you pay for),,0
8002,7,,Animal fodder (purchased fodder for donkey etc),,0
8002,7,,Other supplementary animal feeding,,1000
8002,7,,Vaccinations and other veterinarian service,,1500
8002,7,,Vaccinations and other veterinarian service,,2300
8002,7,,Transportation/other transaction costs for animals,,0
8002,7,,Wages for herders,,0
8003,1,,Other (specify),,0
8003,1,,Water for animal consumption (that you pay for),,0
8003,1,,Animal fodder (purchased fodder for donkey etc),,0
8003,1,,Other supplementary animal feeding,,0
8003,1,,Vaccinations and other veterinarian service,,0
8003,1,,Transportation/other transaction costs for animals,,0
8003,2,,Other (specify),,0
8003,2,,Water for animal consumption (that you pay for),,0
8003,2,,Animal fodder (purchased fodder for donkey etc),,0
8003,2,,Other supplementary animal feeding,,0
8003,2,,Vaccinations and other veterinarian service,,0
8003,2,,Transportation/other transaction costs for animals,,0
8003,3,0,Other (specify),,0
8003,3,0,Water for animal consumption (that you pay for),,10000
8003,3,0,Animal fodder (purchased fodder for donkey etc),,2000
8003,3,0,Other supplementary animal feeding,,0
8003,3,0,Vaccinations and other veterinarian service,,5000
8003,3,0,Transportation/other transaction costs for animals,,0
8003,4,0,Other (specify),,0
8003,4,0,Water for animal consumption (that you pay for),,0
8003,4,0,Animal fodder (purchased fodder for donkey etc),,0
8003,4,0,Other supplementary animal feeding,,0
8003,4,0,Vaccinations and other veterinarian service,,1500
8003,4,0,Transportation/other transaction costs for animals,,0
8003,4,0,Wages for herders,,0
8003,5,0,Other (specify),,0
8003,5,0,Water for animal consumption (that you pay for),,500
8003,5,0,Animal fodder (purchased fodder for donkey etc),,0
8003,5,0,Other supplementary animal feeding,,0
8003,5,0,Vaccinations and other veterinarian service,,1000
8003,5,0,Transportation/other transaction costs for animals,,0
8003,5,1,Wages for herders,,15000
8003,6,0,Other (specify),,0
8003,6,0,Water for animal consumption (that you pay for),,1200
8003,6,0,Animal fodder (purchased fodder for donkey etc),,0
8003,6,0,Other supplementary animal feeding,,0
8003,6,0,Vaccinations and other veterinarian service,,3000
8003,6,0,Transportation/other transaction costs for animals,,0
8003,6,0,Wages for herders,,0
8003,7,,Water for animal consumption (that you pay for),,0
8003,7,,Animal fodder (purchased fodder for donkey etc),,13000
8003,7,,Other supplementary animal feeding,,1100
8003,7,,Vaccinations and other veterinarian service,,2500
8003,7,,Vaccinations and other veterinarian service,,1900
8003,7,,Transportation/other transaction costs for animals,,0
8003,7,,Wages for herders,,0
8004,1,,Other (specify),,0
8004,1,,Water for animal consumption (that you pay for),,0
8004,1,,Animal fodder (purchased fodder for donkey etc),,0
8004,1,,Other supplementary animal feeding,,0
8004,1,,Vaccinations and other veterinarian service,,0
8004,1,,Transportation/other transaction costs for animals,,0
8004,2,,Other (specify),,0
8004,2,,Water for animal consumption (that you pay for),,0
8004,2,,Animal fodder (purchased fodder for donkey etc),,0
8004,2,,Other supplementary animal feeding,,0
8004,2,,Vaccinations and other veterinarian service,,2000
8004,2,,Transportation/other transaction costs for animals,,0
8004,3,0,Other (specify),,0
8004,3,0,Water for animal consumption (that you pay for),,0
8004,3,0,Animal fodder (purchased fodder for donkey etc),,0
8004,3,0,Other supplementary animal feeding,,0
8004,3,0,Vaccinations and other veterinarian service,,400
8004,3,0,Transportation/other transaction costs for animals,,0
8004,4,0,Other (specify),,0
8004,4,0,Water for animal consumption (that you pay for),,0
8004,4,0,Animal fodder (purchased fodder for donkey etc),,0
8004,4,0,Other supplementary animal feeding,,0
8004,4,0,Vaccinations and other veterinarian service,,200
8004,4,0,Transportation/other transaction costs for animals,,0
8004,4,0,Wages for herders,,0
8004,5,0,Other (specify),,0
8004,5,0,Water for animal consumption (that you pay for),,0
8004,5,0,Animal fodder (purchased fodder for donkey etc),,0
8004,5,0,Other supplementary animal feeding,,0
8004,5,0,Vaccinations and other veterinarian service,,150
8004,5,0,Transportation/other transaction costs for animals,,0
8004,5,0,Wages for herders,,0
8004,6,0,Other (specify),,0
8004,6,0,Water for animal consumption (that you pay for),,1200
8004,6,0,Animal fodder (purchased fodder for donkey etc),,0
8004,6,0,Other supplementary animal feeding,,0
8004,6,0,Vaccinations and other veterinarian service,,200
8004,6,0,Transportation/other transaction costs for animals,,0
8004,6,0,Wages for herders,,0
8005,1,,Other (specify),,0
8005,1,,Water for animal consumption (that you pay for),,0
8005,1,,Animal fodder (purchased fodder for donkey etc),,0
8005,1,,Other supplementary animal feeding,,0
8005,1,,Vaccinations and other veterinarian service,,0
8005,1,,Transportation/other transaction costs for animals,,0
8005,2,,Other (specify),,0
8005,2,,Water for animal consumption (that you pay for),,0
8005,2,,Animal fodder (purchased fodder for donkey etc),,0
8005,2,,Other supplementary animal feeding,,0
8005,2,,Vaccinations and other veterinarian service,,250
8005,2,,Transportation/other transaction costs for animals,,0
8005,3,0,Other (specify),,0
8005,3,0,Water for animal consumption (that you pay for),,1000
8005,3,0,Animal fodder (purchased fodder for donkey etc),,0
8005,3,0,Other supplementary animal feeding,,0
8005,3,0,Vaccinations and other veterinarian service,,400
8005,3,0,Transportation/other transaction costs for animals,,0
8005,4,0,Other (specify),,0
8005,4,0,Water for animal consumption (that you pay for),,100
8005,4,0,Animal fodder (purchased fodder for donkey etc),,0
8005,4,0,Other supplementary animal feeding,,0
8005,4,0,Vaccinations and other veterinarian service,,200
8005,4,0,Transportation/other transaction costs for animals,,0
8005,4,0,Wages for herders,,0
8005,5,0,Other (specify),,0
